company_name,rating,bio,salary,job,founded_in,field,other,city
Apollo Hospitals,4.1,Healthcare | Mumbai +229 other locations,16400.0,168.0,1983 (43 yrs old),Healthcare,Mumbai +229 other locations,mumbai
UST,3.7,IT Services & Consulting | Mumbai +50 other locations,39400.0,142.0,,IT Services & Consulting,Mumbai +50 other locations,mumbai
Ashok Leyland,4.0,Automobile | Mumbai +259 other locations,18700.0,78.0,1948 (78 yrs old),Automobile,Mumbai +259 other locations,mumbai
Citicorp,3.7,Financial Services | Mumbai +68 other locations,51900.0,78.0,1997 (29 yrs old),Financial Services,Mumbai +68 other locations,mumbai
Swiggy,3.7,Internet | Mumbai +230 other locations,22800.0,281.0,2014 (12 yrs old),Internet,Mumbai +230 other locations,mumbai
Hero MotoCorp,4.1,Automobile | Mumbai +366 other locations,15700.0,78.0,1984 (42 yrs old),Automobile,Mumbai +366 other locations,mumbai
Cyient,3.6,IT Services & Consulting | Mumbai +48 other locations,27300.0,78.0,1991 (35 yrs old),IT Services & Consulting,Mumbai +48 other locations,mumbai
CGI Group,4.0,IT Services & Consulting | Mumbai +43 other locations,45200.0,655.0,1976 (50 yrs old),IT Services & Consulting,Mumbai +43 other locations,mumbai
SBI Cards & Payment Services,3.6,Financial Services | Mumbai +436 other locations,24000.0,78.0,,Financial Services,Mumbai +436 other locations,mumbai
Kalpataru Projects International,4.2,Engineering & Construction | Mumbai +321 other locations,13600.0,1.0,1981 (45 yrs old),Engineering & Construction,Mumbai +321 other locations,mumbai
JustDial,3.5,Internet | Mumbai +229 other locations,15400.0,53.0,1996 (30 yrs old),Internet,Mumbai +229 other locations,mumbai
BNY,3.7,Financial Services | Mumbai +25 other locations,30600.0,1.0,1784 (242 yrs old),Financial Services,Mumbai +25 other locations,mumbai
IQVIA,3.7,Clinical Research | Mumbai +64 other locations,30600.0,20.0,10k-50k,Clinical Research,Mumbai +64 other locations,mumbai
Nagarjuna Construction Company,4.0,Engineering & Construction | Mumbai +295 other locations,12000.0,11.0,1998 (28 yrs old),Engineering & Construction,Mumbai +295 other locations,mumbai
NTT Data,3.8,IT Services & Consulting | Mumbai +81 other locations,35700.0,181.0,1988 (38 yrs old),IT Services & Consulting,Mumbai +81 other locations,mumbai
SBI Life Insurance Company,3.7,Insurance | Mumbai +655 other locations,11700.0,6.0,2001 (25 yrs old),Insurance,Mumbai +655 other locations,mumbai
CBRE,4.1,Real Estate | Mumbai +91 other locations,18700.0,19.0,1906 (120 yrs old),Real Estate,Mumbai +91 other locations,mumbai
TVS Motor,3.9,Automobile | Mumbai +349 other locations,15800.0,64.0,1979 (47 yrs old),Automobile,Mumbai +349 other locations,mumbai
Schneider Electric,4.2,Industrial Automation | Mumbai +119 other locations,24400.0,24.0,1999 (27 yrs old),Industrial Automation,Mumbai +119 other locations,mumbai
Persistent Systems,3.6,IT Services & Consulting | Mumbai +41 other locations,44400.0,235.0,,IT Services & Consulting,Mumbai +41 other locations,mumbai
State Bank of India,3.8,Banking | Mumbai +618 other locations,11600.0,10.0,1806 (220 yrs old),Banking,Mumbai +618 other locations,mumbai
vivo,4.1,Consumer Electronics & Appliances | Mumbai +414 other locations,12900.0,11.0,2009 (17 yrs old),Consumer Electronics & Appliances,Mumbai +414 other locations,mumbai
Atos,3.8,IT Services & Consulting | Mumbai +49 other locations,34100.0,91.0,2000 (26 yrs old),IT Services & Consulting,Mumbai +49 other locations,mumbai
Ecom Express,4.0,Logistics | Mumbai +775 other locations,9500.0,78.0,2012 (14 yrs old),Logistics,Mumbai +775 other locations,mumbai
Eviden,3.6,IT Services & Consulting | Mumbai +39 other locations,28000.0,8.0,1k-5k,IT Services & Consulting,Mumbai +39 other locations,mumbai
KEC International,4.0,Engineering & Construction | Mumbai +313 other locations,13300.0,6.0,1945 (81 yrs old),Engineering & Construction,Mumbai +313 other locations,mumbai
Amdocs,3.6,Software Product | Mumbai +23 other locations,37400.0,11.0,1982 (44 yrs old),Software Product,Mumbai +23 other locations,mumbai
JBM Group,3.9,Auto Components | Mumbai +117 other locations,13900.0,45.0,,Auto Components,Mumbai +117 other locations,mumbai
Nagarro,3.9,IT Services & Consulting | Mumbai +49 other locations,32000.0,945.0,1996 (30 yrs old),IT Services & Consulting,Mumbai +49 other locations,mumbai
Varun Beverages,4.0,Beverage | Mumbai +379 other locations,12000.0,41.0,1995 (31 yrs old),Beverage,Mumbai +379 other locations,mumbai
ITC Infotech,3.7,IT Services & Consulting | Mumbai +67 other locations,29500.0,78.0,2000 (26 yrs old),IT Services & Consulting,Mumbai +67 other locations,mumbai
Home Credit Finance,4.0,NBFC | Mumbai +136 other locations,9400.0,96.0,2012 (14 yrs old),NBFC,Mumbai +136 other locations,mumbai
Bosch,4.1,Auto Components | Mumbai +130 other locations,20700.0,78.0,1886 (140 yrs old),Auto Components,Mumbai +130 other locations,mumbai
Randstad,3.7,Recruitment | Mumbai +352 other locations,16400.0,8.0,1992 (34 yrs old),Recruitment,Mumbai +352 other locations,mumbai
EY Global Delivery Services ( EY GDS),3.5,IT Services & Consulting | Mumbai +56 other locations,24000.0,78.0,,IT Services & Consulting,Mumbai +56 other locations,mumbai
Hewlett Packard Enterprise,4.1,IT Services & Consulting | Mumbai +103 other locations,27100.0,220.0,2015 (11 yrs old),IT Services & Consulting,Mumbai +103 other locations,mumbai
Utkarsh Small Finance Bank,3.6,Banking | Mumbai +407 other locations,10800.0,26.0,2009 (17 yrs old),Banking,Mumbai +407 other locations,mumbai
Aditya Birla Fashion and Retail,4.1,Fashion & Textile | Mumbai +291 other locations,13100.0,76.0,,Fashion & Textile,Mumbai +291 other locations,mumbai
Mahindra Logistics,3.7,Logistics | Mumbai +233 other locations,280000.0,383.0,1986 (40 yrs old),Logistics,Mumbai +233 other locations,mumbai
L&T Finance,3.9,NBFC | Mumbai +634 other locations,24000.0,78.0,,NBFC,Mumbai +634 other locations,mumbai
OPPO,3.9,Consumer Electronics & Appliances | Mumbai +410 other locations,11800.0,10.0,2004 (22 yrs old),Consumer Electronics & Appliances,Mumbai +410 other locations,mumbai
Dell,3.8,Consumer Electronics & Appliances | Mumbai +117 other locations,28700.0,16.0,1984 (42 yrs old),Consumer Electronics & Appliances,Mumbai +117 other locations,mumbai
CARS24,3.4,Internet | Mumbai +173 other locations,24000.0,78.0,,Internet,Mumbai +173 other locations,mumbai
Havells,3.9,Electrical Equipment | Mumbai +260 other locations,15500.0,34.0,1983 (43 yrs old),Electrical Equipment,Mumbai +260 other locations,mumbai
Intas Pharmaceuticals,4.1,Pharma | Mumbai +148 other locations,17300.0,54.0,1977 (49 yrs old),Pharma,Mumbai +148 other locations,mumbai
R1 RCM,3.8,BPO | Mumbai +46 other locations,21100.0,163.0,2007 (19 yrs old),BPO,Mumbai +46 other locations,mumbai
Tata AIA Life Insurance,3.9,Insurance | Mumbai +442 other locations,14100.0,680.0,2001 (25 yrs old),Insurance,Mumbai +442 other locations,mumbai
Hyundai Motor India Limited,4.1,Automobile | Mumbai +287 other locations,13800.0,3.0,1967 (59 yrs old),Automobile,Mumbai +287 other locations,mumbai
Deutsche Bank,3.8,Banking | Mumbai +42 other locations,36000.0,391.0,1870 (156 yrs old),Banking,Mumbai +42 other locations,mumbai
Hetero,3.9,Pharma | Mumbai +67 other locations,15000.0,141.0,,Pharma,Mumbai +67 other locations,mumbai
Motilal Oswal Financial Services,3.7,Financial Services | Mumbai +168 other locations,12900.0,45.0,,Financial Services,Mumbai +168 other locations,mumbai
Team Lease,3.9,Recruitment | Mumbai +397 other locations,16000.0,78.0,2016 (10 yrs old),Recruitment,Mumbai +397 other locations,mumbai
Berger Paints,3.7,Chemicals | Mumbai +353 other locations,10000.0,131.0,,Chemicals,Mumbai +353 other locations,mumbai
VE Commercial Vehicles,3.9,Automobile | Mumbai +179 other locations,14100.0,8.0,2008 (18 yrs old),Automobile,Mumbai +179 other locations,mumbai
Lenskart,3.3,Internet | Mumbai +240 other locations,13200.0,126.0,,Internet,Mumbai +240 other locations,mumbai
Thermax Limited,4.2,Industrial Machinery | Mumbai +251 other locations,24000.0,78.0,,Industrial Machinery,Mumbai +251 other locations,mumbai
Bajaj Auto,3.8,Automobile | Mumbai +317 other locations,14500.0,78.0,1945 (81 yrs old),Automobile,Mumbai +317 other locations,mumbai
Macleods Pharmaceuticals,3.7,Pharma | Mumbai +133 other locations,15500.0,10.0,1986 (40 yrs old),Pharma,Mumbai +133 other locations,mumbai
Aakash Educational Services,3.2,Education & Training | Mumbai +244 other locations,13600.0,71.0,1988 (38 yrs old),Education & Training,Mumbai +244 other locations,mumbai
Kogta Financial India Limited,4.7,NBFC | Mumbai +259 other locations,1900.0,115.0,1996 (30 yrs old),NBFC,Mumbai +259 other locations,mumbai
Jubilant Foods Works,3.7,Hospitality | Mumbai +261 other locations,9200.0,192.0,1995 (31 yrs old),Hospitality,Mumbai +261 other locations,mumbai
LG Electronics,3.9,Consumer Electronics & Appliances | Mumbai +298 other locations,11000.0,78.0,1958 (68 yrs old),Consumer Electronics & Appliances,Mumbai +298 other locations,mumbai
Royal Enfield,4.2,Automobile | Mumbai +372 other locations,14800.0,20.0,1901 (125 yrs old),Automobile,Mumbai +372 other locations,mumbai
Hindalco Industries,4.2,Metals & Mining | Mumbai +127 other locations,12400.0,4.0,1958 (68 yrs old),Metals & Mining,Mumbai +127 other locations,mumbai
Jindal Steel Limited,3.9,Iron & Steel | Mumbai +172 other locations,15400.0,31.0,1979 (47 yrs old),Iron & Steel,Mumbai +172 other locations,mumbai
John Deere,4.0,Industrial Machinery | Mumbai +155 other locations,15200.0,1.0,2001 (25 yrs old),Industrial Machinery,Mumbai +155 other locations,mumbai
Tata Communications,3.9,Telecom | Mumbai +102 other locations,23500.0,33.0,1986 (40 yrs old),Telecom,Mumbai +102 other locations,mumbai
HDFC Ergo General Insurance,4.0,Insurance | Mumbai +324 other locations,12000.0,10.0,2002 (24 yrs old),Insurance,Mumbai +324 other locations,mumbai
DCB Bank,3.8,Banking | Mumbai +341 other locations,9500.0,11.0,,Banking,Mumbai +341 other locations,mumbai
State Street Corporation,3.5,Financial Services | Mumbai +34 other locations,31400.0,8.0,1792 (234 yrs old),Financial Services,Mumbai +34 other locations,mumbai
RBL Bank,3.5,Banking | Mumbai +284 other locations,18300.0,53.0,1943 (83 yrs old),Banking,Mumbai +284 other locations,mumbai
Cummins,4.3,Industrial Machinery | Mumbai +114 other locations,15500.0,8.0,1919 (107 yrs old),Industrial Machinery,Mumbai +114 other locations,mumbai
Oyo Rooms,3.1,Internet | Mumbai +121 other locations,14400.0,127.0,2012 (14 yrs old),Internet,Mumbai +121 other locations,mumbai
Pidilite Industries,4.2,Chemicals | Mumbai +312 other locations,11400.0,3.0,,Chemicals,Mumbai +312 other locations,mumbai
Alembic Pharmaceuticals,3.9,Pharma | Mumbai +187 other locations,15300.0,72.0,1907 (119 yrs old),Pharma,Mumbai +187 other locations,mumbai
Reliance Communications,4.0,Telecom | Mumbai +467 other locations,9600.0,78.0,2002 (24 yrs old),Telecom,Mumbai +467 other locations,mumbai
Bank of America,4.1,Banking | Mumbai +35 other locations,28100.0,78.0,1998 (28 yrs old),Banking,Mumbai +35 other locations,mumbai
Carelon Global Solutions,3.9,IT Services & Consulting | Mumbai +21 other locations,26600.0,19.0,10k-50k,IT Services & Consulting,Mumbai +21 other locations,mumbai
Publicis Sapient,3.4,IT Services & Consulting | Mumbai +46 other locations,30900.0,254.0,,IT Services & Consulting,Mumbai +46 other locations,mumbai
PVR INOX,3.9,Media & Entertainment | Mumbai +150 other locations,24000.0,78.0,,Media & Entertainment,Mumbai +150 other locations,mumbai
Viatris,4.1,Pharma | Mumbai +80 other locations,14200.0,4.0,,Pharma,Mumbai +80 other locations,mumbai
Subros,3.8,Auto Components | Mumbai +88 other locations,12500.0,1.0,1985 (41 yrs old),Auto Components,Mumbai +88 other locations,mumbai
American Express,4.1,Financial Services | Mumbai +53 other locations,24400.0,149.0,1850 (176 yrs old),Financial Services,Mumbai +53 other locations,mumbai
XpressBees,4.2,Logistics | Mumbai +474 other locations,8200.0,10.0,2015 (11 yrs old),Logistics,Mumbai +474 other locations,mumbai
Automatic Data Processing (ADP),3.9,Software Product | Mumbai +40 other locations,24000.0,78.0,,Software Product,Mumbai +40 other locations,mumbai
PNB MetLife,3.4,Insurance | Mumbai +423 other locations,8000.0,15.0,2001 (25 yrs old),Insurance,Mumbai +423 other locations,mumbai
Kyndryl,3.9,IT Services & Consulting | Mumbai +37 other locations,26100.0,35.0,,IT Services & Consulting,Mumbai +37 other locations,mumbai
Escorts Kubota Limited,4.1,Automobile | Mumbai +155 other locations,13300.0,3.0,,Automobile,Mumbai +155 other locations,mumbai
Aditya Birla Sun Life Insurance,4.0,Insurance | Mumbai +488 other locations,9900.0,78.0,2000 (26 yrs old),Insurance,Mumbai +488 other locations,mumbai
Grasim Industries,4.0,Building Material | Mumbai +241 other locations,12700.0,4.0,1947 (79 yrs old),Building Material,Mumbai +241 other locations,mumbai
Aditya Birla Capital,3.8,NBFC | Mumbai +338 other locations,14300.0,3.0,2017 (9 yrs old),NBFC,Mumbai +338 other locations,mumbai
Maersk,4.0,Logistics | Mumbai +49 other locations,18900.0,32.0,,Logistics,Mumbai +49 other locations,mumbai
Synechron,3.5,IT Services & Consulting | Mumbai +32 other locations,27900.0,61.0,2001 (25 yrs old),IT Services & Consulting,Mumbai +32 other locations,mumbai
Glenmark Pharmaceuticals,3.8,Pharma | Mumbai +184 other locations,12100.0,125.0,1977 (49 yrs old),Pharma,Mumbai +184 other locations,mumbai
Birlasoft,3.5,IT Services & Consulting | Mumbai +50 other locations,29700.0,475.0,1995 (31 yrs old),IT Services & Consulting,Mumbai +50 other locations,mumbai
Dabur,3.8,FMCG | Mumbai +320 other locations,8800.0,22.0,1884 (142 yrs old),FMCG,Mumbai +320 other locations,mumbai
Godrej & Boyce Manufacturing,3.9,Consumer Electronics & Appliances | Mumbai +165 other locations,24000.0,78.0,,Consumer Electronics & Appliances,Mumbai +165 other locations,mumbai
Samvardhana Motherson Group,3.7,Auto Components | Mumbai +93 other locations,12000.0,11.0,1986 (40 yrs old),Auto Components,Mumbai +93 other locations,mumbai
Altruist Technologies,4.4,BPO | Mumbai +45 other locations,8200.0,8.0,2005 (21 yrs old),BPO,Mumbai +45 other locations,mumbai
Cogent E Services,3.2,BPO | Mumbai +55 other locations,10300.0,1.0,2004 (22 yrs old),BPO,Mumbai +55 other locations,mumbai
Sodexo,4.0,Facility Management Services | Mumbai +156 other locations,9700.0,1100.0,1966 (60 yrs old),Facility Management Services,Mumbai +156 other locations,mumbai
JK Cement,4.0,Building Material | Mumbai +327 other locations,9800.0,1.0,1975 (51 yrs old),Building Material,Mumbai +327 other locations,mumbai
TCS,3.3,IT Services & Consulting | New Delhi +438 other locations,970000.0,2000.0,1968 (58 yrs old),IT Services & Consulting,New Delhi +438 other locations,new-delhi
Accenture,3.7,IT Services & Consulting | New Delhi +255 other locations,650000.0,31900.0,1989 (37 yrs old),IT Services & Consulting,New Delhi +255 other locations,new-delhi
Wipro,3.6,IT Services & Consulting | New Delhi +370 other locations,480000.0,6500.0,1945 (81 yrs old),IT Services & Consulting,New Delhi +370 other locations,new-delhi
Cognizant,3.6,IT Services & Consulting | New Delhi +229 other locations,600000.0,730.0,1994 (32 yrs old),IT Services & Consulting,New Delhi +229 other locations,new-delhi
Capgemini,3.7,IT Services & Consulting | New Delhi +184 other locations,470000.0,1900.0,1967 (59 yrs old),IT Services & Consulting,New Delhi +184 other locations,new-delhi
HDFC Bank,3.8,Banking | New Delhi +1821 other locations,150000.0,266.0,1994 (32 yrs old),Banking,New Delhi +1821 other locations,new-delhi
Infosys,3.5,IT Services & Consulting | New Delhi +246 other locations,520000.0,2700.0,,IT Services & Consulting,New Delhi +246 other locations,new-delhi
ICICI Bank,4.0,Banking | New Delhi +1437 other locations,150000.0,22.0,1994 (32 yrs old),Banking,New Delhi +1437 other locations,new-delhi
HCLTech,3.4,IT Services & Consulting | New Delhi +226 other locations,370000.0,165.0,,IT Services & Consulting,New Delhi +226 other locations,new-delhi
Tech Mahindra,3.4,IT Services & Consulting | New Delhi +331 other locations,280000.0,383.0,1986 (40 yrs old),IT Services & Consulting,New Delhi +331 other locations,new-delhi
Genpact,3.6,IT Services & Consulting | New Delhi +182 other locations,230000.0,830.0,1997 (29 yrs old),IT Services & Consulting,New Delhi +182 other locations,new-delhi
Teleperformance,3.8,BPO | New Delhi +254 other locations,95800.0,1300.0,1978 (48 yrs old),BPO,New Delhi +254 other locations,new-delhi
Axis Bank,3.6,Banking | New Delhi +1498 other locations,100000.0,217.0,1993 (33 yrs old),Banking,New Delhi +1498 other locations,new-delhi
Jio,4.4,Telecom | New Delhi +1893 other locations,62000.0,3.0,2018 (8 yrs old),Telecom,New Delhi +1893 other locations,new-delhi
Concentrix Corporation,3.6,BPO | New Delhi +179 other locations,130000.0,82.0,1983 (43 yrs old),BPO,New Delhi +179 other locations,new-delhi
Amazon,3.9,Internet | New Delhi +518 other locations,150000.0,1600.0,1994 (32 yrs old),Internet,New Delhi +518 other locations,new-delhi
iEnergizer,4.6,BPO | New Delhi +52 other locations,23900.0,68.0,,BPO,New Delhi +52 other locations,new-delhi
Reliance Retail,3.9,Retail | New Delhi +1150 other locations,74700.0,152.0,2006 (20 yrs old),Retail,New Delhi +1150 other locations,new-delhi
LTIMindtree,3.6,IT Services & Consulting | New Delhi +146 other locations,190000.0,450.0,1997 (29 yrs old),IT Services & Consulting,New Delhi +146 other locations,new-delhi
IBM,3.9,IT Services & Consulting | New Delhi +160 other locations,210000.0,813.0,1911 (115 yrs old),IT Services & Consulting,New Delhi +160 other locations,new-delhi
HDB Financial Services,3.9,NBFC | New Delhi +1089 other locations,50200.0,203.0,2007 (19 yrs old),NBFC,New Delhi +1089 other locations,new-delhi
Larsen & Toubro Limited,3.9,Engineering & Construction | New Delhi +754 other locations,23700.0,76.5,,Engineering & Construction,New Delhi +754 other locations,new-delhi
Deloitte,3.7,Management Consulting | New Delhi +187 other locations,250000.0,1500.0,1845 (181 yrs old),Management Consulting,New Delhi +187 other locations,new-delhi
Kotak Mahindra Bank,3.6,Banking | New Delhi +681 other locations,87000.0,80.0,,Banking,New Delhi +681 other locations,new-delhi
Reliance Industries,4.0,Oil & Gas | New Delhi +812 other locations,72400.0,58.0,1977 (49 yrs old),Oil & Gas,New Delhi +812 other locations,new-delhi
Vodafone Idea,3.9,Telecom | New Delhi +704 other locations,50300.0,30.0,2018 (8 yrs old),Telecom,New Delhi +704 other locations,new-delhi
Bharti Airtel,3.8,Telecom | New Delhi +789 other locations,49000.0,120.0,1952 (74 yrs old),Telecom,New Delhi +789 other locations,new-delhi
BYJU'S,3.2,EdTech | New Delhi +321 other locations,53600.0,76.5,2011 (15 yrs old),EdTech,New Delhi +321 other locations,new-delhi
WNS,3.3,IT Services & Consulting | New Delhi +65 other locations,69800.0,82.0,1996 (30 yrs old),IT Services & Consulting,New Delhi +65 other locations,new-delhi
Tata Motors,4.1,Automobile | New Delhi +506 other locations,42500.0,172.0,1945 (81 yrs old),Automobile,New Delhi +506 other locations,new-delhi
IDFC FIRST Bank,3.9,Banking | New Delhi +711 other locations,48500.0,32.0,,Banking,New Delhi +711 other locations,new-delhi
Ernst & Young,3.4,Management Consulting | New Delhi +132 other locations,23700.0,76.5,,Management Consulting,New Delhi +132 other locations,new-delhi
IndusInd Bank,3.4,Banking | New Delhi +788 other locations,51700.0,141.0,,Banking,New Delhi +788 other locations,new-delhi
AU Small Finance Bank,3.9,Banking | New Delhi +782 other locations,28700.0,44.0,1996 (30 yrs old),Banking,New Delhi +782 other locations,new-delhi
Flipkart,3.9,Internet | New Delhi +560 other locations,53900.0,179.0,2007 (19 yrs old),Internet,New Delhi +560 other locations,new-delhi
Bajaj Finserv,3.9,NBFC | New Delhi +1161 other locations,30000.0,4.0,2007 (19 yrs old),NBFC,New Delhi +1161 other locations,new-delhi
Muthoot FinCorp,4.5,NBFC | New Delhi +1087 other locations,9000.0,43.0,,NBFC,New Delhi +1087 other locations,new-delhi
PwC,3.3,Management Consulting | New Delhi +132 other locations,120000.0,899.0,1880 (146 yrs old),Management Consulting,New Delhi +132 other locations,new-delhi
Mahindra & Mahindra,4.0,Automobile | New Delhi +562 other locations,23700.0,76.5,,Automobile,New Delhi +562 other locations,new-delhi
DXC Technology,3.6,IT Services & Consulting | New Delhi +133 other locations,72800.0,198.0,2017 (9 yrs old),IT Services & Consulting,New Delhi +133 other locations,new-delhi
Infosys BPM,3.5,BPO | New Delhi +95 other locations,72500.0,98.0,2002 (24 yrs old),BPO,New Delhi +95 other locations,new-delhi
HDFC Life,3.9,Insurance | New Delhi +698 other locations,32900.0,119.0,,Insurance,New Delhi +698 other locations,new-delhi
Bandhan Bank,3.7,Banking | New Delhi +995 other locations,25300.0,13.0,,Banking,New Delhi +995 other locations,new-delhi
Conneqt Business Solutions,3.6,BPO | New Delhi +266 other locations,26400.0,361.0,2002 (24 yrs old),BPO,New Delhi +266 other locations,new-delhi
Mphasis,3.3,IT Services & Consulting | New Delhi +63 other locations,73200.0,47.0,1998 (28 yrs old),IT Services & Consulting,New Delhi +63 other locations,new-delhi
Yes Bank,3.7,Banking | New Delhi +540 other locations,43400.0,141.0,2004 (22 yrs old),Banking,New Delhi +540 other locations,new-delhi
Tata Steel,4.0,Iron & Steel | New Delhi +228 other locations,33800.0,76.5,1907 (119 yrs old),Iron & Steel,New Delhi +228 other locations,new-delhi
Quess,3.8,Recruitment | New Delhi +740 other locations,30500.0,9.0,2007 (19 yrs old),Recruitment,New Delhi +740 other locations,new-delhi
Maruti Suzuki,4.2,Automobile | New Delhi +451 other locations,28400.0,224.0,1981 (45 yrs old),Automobile,New Delhi +451 other locations,new-delhi
Startek,3.1,BPO | New Delhi +105 other locations,24400.0,130.0,2017 (9 yrs old),BPO,New Delhi +105 other locations,new-delhi
Asian Paints,4.0,Chemicals | New Delhi +547 other locations,25200.0,66.0,,Chemicals,New Delhi +547 other locations,new-delhi
UltraTech Cement,4.1,Building Material | New Delhi +534 other locations,24300.0,27.0,1983 (43 yrs old),Building Material,New Delhi +534 other locations,new-delhi
Paytm,3.2,FinTech | New Delhi +418 other locations,33900.0,718.0,,FinTech,New Delhi +418 other locations,new-delhi
Shriram Finance,4.0,NBFC | New Delhi +1109 other locations,15300.0,8.0,1979 (47 yrs old),NBFC,New Delhi +1109 other locations,new-delhi
Bajaj Finance,3.9,NBFC | New Delhi +965 other locations,22700.0,7000.0,1987 (39 yrs old),NBFC,New Delhi +965 other locations,new-delhi
Equitas Small Finance Bank,4.4,Banking | New Delhi +479 other locations,13400.0,15.0,,Banking,New Delhi +479 other locations,new-delhi
Sutherland Global Services,3.4,BPO | New Delhi +82 other locations,34400.0,250.0,,BPO,New Delhi +82 other locations,new-delhi
EXL Service,3.6,Analytics & KPO | New Delhi +63 other locations,44100.0,1500.0,,Analytics & KPO,New Delhi +63 other locations,new-delhi
Cipla,4.1,Pharma | New Delhi +291 other locations,26000.0,66.0,1935 (91 yrs old),Pharma,New Delhi +291 other locations,new-delhi
Samsung,3.9,Consumer Electronics & Appliances | New Delhi +578 other locations,26200.0,27.0,1969 (57 yrs old),Consumer Electronics & Appliances,New Delhi +578 other locations,new-delhi
Ericsson,3.9,Telecom | New Delhi +162 other locations,42500.0,70.0,,Telecom,New Delhi +162 other locations,new-delhi
Wells Fargo,3.7,Financial Services | New Delhi +28 other locations,55200.0,168.0,,Financial Services,New Delhi +28 other locations,new-delhi
Dr. Reddy's,4.0,Pharma | New Delhi +213 other locations,23700.0,76.5,,Pharma,New Delhi +213 other locations,new-delhi
Optum Global Solutions,4.0,IT Services & Consulting | New Delhi +68 other locations,48400.0,73.0,2002 (24 yrs old),IT Services & Consulting,New Delhi +68 other locations,new-delhi
Delhivery,3.8,Logistics | New Delhi +751 other locations,21300.0,179.0,2011 (15 yrs old),Logistics,New Delhi +751 other locations,new-delhi
ICICI Prudential Life Insurance,4.0,Insurance | New Delhi +505 other locations,22500.0,513.0,2000 (26 yrs old),Insurance,New Delhi +505 other locations,new-delhi
JPMorgan Chase & Co.,3.8,Financial Services | New Delhi +55 other locations,23700.0,76.5,,Financial Services,New Delhi +55 other locations,new-delhi
JSW Steel,3.9,Iron & Steel | New Delhi +193 other locations,30400.0,108.0,1982 (44 yrs old),Iron & Steel,New Delhi +193 other locations,new-delhi
HGS,3.7,BPO | New Delhi +121 other locations,20900.0,18.0,2000 (26 yrs old),BPO,New Delhi +121 other locations,new-delhi
Jana Small Finance Bank,3.8,Banking | New Delhi +419 other locations,14200.0,54.0,2006 (20 yrs old),Banking,New Delhi +419 other locations,new-delhi
Sun Pharmaceutical Industries,4.1,Pharma | New Delhi +264 other locations,23500.0,287.0,,Pharma,New Delhi +264 other locations,new-delhi
Ujjivan Small Finance Bank,4.0,Banking | New Delhi +533 other locations,12800.0,136.0,2017 (9 yrs old),Banking,New Delhi +533 other locations,new-delhi
Hexaware Technologies,3.4,IT Services & Consulting | New Delhi +67 other locations,53100.0,636.0,1990 (36 yrs old),IT Services & Consulting,New Delhi +67 other locations,new-delhi
Amazon Development Centre India,3.8,Internet | New Delhi +146 other locations,23700.0,76.5,,Internet,New Delhi +146 other locations,new-delhi
Lupin,4.1,Pharma | New Delhi +202 other locations,22500.0,33.0,,Pharma,New Delhi +202 other locations,new-delhi
L&T Construction,4.0,Engineering & Construction | New Delhi +433 other locations,23700.0,76.5,,Engineering & Construction,New Delhi +433 other locations,new-delhi
Zydus Lifesciences,3.9,Pharma | New Delhi +177 other locations,19900.0,21.0,1952 (74 yrs old),Pharma,New Delhi +177 other locations,new-delhi
Ekart Logistics,3.9,Logistics | New Delhi +736 other locations,15800.0,76.5,2009 (17 yrs old),Logistics,New Delhi +736 other locations,new-delhi
Hindustan Unilever,4.2,FMCG | New Delhi +531 other locations,20000.0,48.0,1872 (154 yrs old),FMCG,New Delhi +531 other locations,new-delhi
KPMG India,3.4,Management Consulting | New Delhi +111 other locations,64700.0,61.0,1993 (33 yrs old),Management Consulting,New Delhi +111 other locations,new-delhi
ITC,3.9,FMCG | New Delhi +375 other locations,24400.0,77.0,1910 (116 yrs old),FMCG,New Delhi +375 other locations,new-delhi
Axis Max Life Insurance,4.0,Insurance | New Delhi +494 other locations,20000.0,143.0,2000 (26 yrs old),Insurance,New Delhi +494 other locations,new-delhi
Megha Engineering & Infrastructures,3.9,Engineering & Construction | New Delhi +405 other locations,23700.0,76.5,,Engineering & Construction,New Delhi +405 other locations,new-delhi
Tata Projects,4.2,Engineering & Construction | New Delhi +285 other locations,22100.0,29.0,,Engineering & Construction,New Delhi +285 other locations,new-delhi
Coforge,3.2,IT Services & Consulting | New Delhi +104 other locations,48500.0,128.0,,IT Services & Consulting,New Delhi +104 other locations,new-delhi
FIS,3.8,FinTech | New Delhi +61 other locations,38700.0,122.0,,FinTech,New Delhi +61 other locations,new-delhi
L&T Technology Services,3.1,IT Services & Consulting | New Delhi +92 other locations,23700.0,76.5,,IT Services & Consulting,New Delhi +92 other locations,new-delhi
Bajaj Life Insurance,3.9,Insurance | New Delhi +607 other locations,23700.0,76.5,,Insurance,New Delhi +607 other locations,new-delhi
Cholamandalam Investment & Finance,3.8,Financial Services | New Delhi +840 other locations,23700.0,76.5,,Financial Services,New Delhi +840 other locations,new-delhi
IIFL Finance,4.0,NBFC | New Delhi +801 other locations,14200.0,73.0,1995 (31 yrs old),NBFC,New Delhi +801 other locations,new-delhi
Oracle,3.5,Software Product | New Delhi +56 other locations,62500.0,1200.0,1977 (49 yrs old),Software Product,New Delhi +56 other locations,new-delhi
